id	type	origin	destination	demand
103	111	5	8	8.328
104	111	5	9	6.655
105	111	5	10	16.58
106	111	5	11	9.925
107	111	5	12	12.41
108	111	5	13	4.135
109	111	5	14	9.925
110	111	5	15	11.58
111	111	5	16	10.87
112	111	5	17	1.654
113	111	5	18	4.962
114	111	5	19	6.655
115	111	5	22	10.98
116	111	5	23	24.25
117	111	5	24	47.33
118	111	5	25	11.6
119	111	5	26	9.925
120	111	5	27	5.809
121	111	5	28	5.001
122	111	5	29	6.617
123	111	5	30	7.577
124	111	5	31	9.155
125	111	5	32	7.444
126	111	5	33	28.58
127	111	5	34	9.155
128	111	5	35	35.83
129	111	5	36	16.54
130	111	5	37	34.93
131	111	5	38	7.596
132	111	5	39	2.481
133	111	5	40	4.135
134	111	5	41	6.674
135	111	5	42	4.962
136	111	5	43	5.789
137	111	5	44	35.68
138	111	5	45	23.98
139	111	5	46	2.481
140	111	5	50	6.617
141	111	5	51	3.308
142	111	5	52	6.617
143	111	5	53	8.271
144	111	5	62	4.962
145	111	5	63	1.654
146	111	5	64	1.654
147	111	5	68	10.81
148	111	5	70	4.135
149	111	5	71	3.308
150	111	5	74	28.12
151	111	5	75	25.98
152	111	5	76	0.827
153	111	5	78	4.962
154	111	5	80	3.308
155	111	5	84	13.23
156	111	5	85	1.654
157	111	5	86	0.827
158	111	5	87	2.481
159	111	5	88	3.308
160	111	5	90	7.444
161	111	5	91	4.962
162	111	5	92	7.463
163	111	5	93	2.481
164	111	5	95	1.654
165	111	5	97	0.827
166	111	5	100	2.481
167	111	5	101	9.944
168	111	5	102	19.08
169	111	5	103	0.827
170	111	5	104	0.827
171	111	5	105	4.135
172	111	5	106	4.962
173	111	5	107	1.654
174	111	6	1	54.62
175	111	6	3	75.26
176	111	6	5	20.87
177	111	6	7	38.2
178	111	6	8	43.41
179	111	6	9	32.35
180	111	6	10	28.16
181	111	6	11	79.46
182	111	6	12	36.45
183	111	6	13	52.95
184	111	6	14	21.5
185	111	6	15	64.55
186	111	6	16	52.22
187	111	6	17	27.31
188	111	6	18	29.06
189	111	6	19	25.7
190	111	6	20	3.308
191	111	6	21	4.962
192	111	6	22	4.193
193	111	6	23	61.81
194	111	6	24	84.45
195	111	6	25	30.75
196	111	6	26	14.06
197	111	6	27	26.64
198	111	6	28	43.08
199	111	6	29	46.43
200	111	6	30	21.66
201	111	6	31	77.2
202	111	6	32	34.04
203	111	6	33	36.62
204	111	6	34	69.09
205	111	6	35	132.7
206	111	6	36	73.76
207	111	6	37	88.9
208	111	6	38	29.06
209	111	6	39	4.962
210	111	6	40	19.87
211	111	6	41	43.03
212	111	6	42	34.76
213	111	6	43	33.14
214	111	6	44	115.6
215	111	6	45	62.95
216	111	6	46	0.827
217	111	6	47	1.654
218	111	6	48	4.135
219	111	6	49	4.962
220	111	6	50	11.66
221	111	6	51	17.37
222	111	6	52	19.02
223	111	6	53	20.71
224	111	6	55	4.135
225	111	6	56	2.481
226	111	6	57	2.481
227	111	6	58	4.135
228	111	6	60	8.271
229	111	6	61	5.789
230	111	6	62	12.41
231	111	6	63	7.444
232	111	6	64	7.501
233	111	6	65	9.925
234	111	6	66	0.827
235	111	6	68	13.33
236	111	6	69	0.827
237	111	6	70	19.98
238	111	6	71	19.02
239	111	6	72	16.54
240	111	6	73	1.654
241	111	6	74	150.6
242	111	6	75	45.6
243	111	6	76	23.98
244	111	6	77	19.04
245	111	6	78	14.89
246	111	6	79	1.654
247	111	6	80	5.789
248	111	6	81	3.308
249	111	6	84	36.39
250	111	6	85	5.789
251	111	6	87	7.444
252	111	6	88	6.617
253	111	6	89	0.827
254	111	6	90	17.37
255	111	6	91	4.962
256	111	6	92	24.81
257	111	6	93	13.23
258	111	6	94	13.29
259	111	6	95	11.58
260	111	6	97	4.962
261	111	6	98	5.789
262	111	6	99	0.827
263	111	6	100	14.89
264	111	6	101	50.45
265	111	6	102	70.4
266	111	6	103	3.327
267	111	6	104	1.654
268	111	6	105	23.16
269	111	6	106	7.444
270	111	6	107	1.654
271	111	7	1	49.68
272	111	7	3	85.19
273	111	7	5	9.982
274	111	7	6	43.22
275	111	7	8	23.27
276	111	7	9	26.68
277	111	7	10	20.68
278	111	7	11	47.16
279	111	7	12	15.71
280	111	7	13	21.5
281	111	7	14	21.52
282	111	7	15	30.64
283	111	7	16	38.89
284	111	7	17	25.68
285	111	7	18	21.54
286	111	7	19	10.77
287	111	7	20	2.481
288	111	7	22	0.827
289	111	7	23	26.56
290	111	7	24	21.68
291	111	7	25	14.93
292	111	7	26	15.71
293	111	7	27	13.23
294	111	7	28	15.71
295	111	7	29	25.64
296	111	7	30	19.95
297	111	7	31	64.53
298	111	7	32	26.52
299	111	7	33	26.64
300	111	7	34	26.5
301	111	7	35	54.62
302	111	7	36	44.87
303	111	7	37	58.82
304	111	7	38	13.35
305	111	7	39	5.789
306	111	7	40	10.75
307	111	7	41	20.71
308	111	7	42	19.02
309	111	7	43	12.41
310	111	7	44	56.32
311	111	7	45	15.71
312	111	7	46	0.827
313	111	7	47	3.308
314	111	7	48	0.827
315	111	7	49	1.654
316	111	7	50	1.692
317	111	7	51	12.41
318	111	7	52	4.962
319	111	7	53	9.925
320	111	7	54	1.654
321	111	7	55	1.654
322	111	7	57	0.827
323	111	7	58	1.654
324	111	7	59	1.654
325	111	7	60	7.444
326	111	7	61	6.617
327	111	7	62	5.789
328	111	7	63	4.135
329	111	7	64	4.962
330	111	7	65	22.33
331	111	7	66	0.827
332	111	7	68	15.04
333	111	7	70	7.444
334	111	7	71	19.02
335	111	7	72	20.68
336	111	7	73	7.444
337	111	7	74	108.4
338	111	7	75	19.02
339	111	7	76	9.925
340	111	7	77	11.58
341	111	7	78	4.135
342	111	7	79	3.308
343	111	7	81	4.962
344	111	7	83	0.827
345	111	7	84	25.64
346	111	7	85	4.135
347	111	7	86	0.827
348	111	7	87	10.75
349	111	7	89	0.827
350	111	7	90	5.789
351	111	7	91	5.789
352	111	7	92	13.23
353	111	7	93	13.23
354	111	7	94	7.444
355	111	7	95	10.75
356	111	7	96	0.827
357	111	7	97	4.135
358	111	7	98	1.654
359	111	7	100	10.75
360	111	7	101	28.12
361	111	7	102	36.43
362	111	7	103	0.827
363	111	7	105	15.71
364	111	7	106	2.481
365	111	8	1	29.02
366	111	8	3	57.89
367	111	8	5	4.154
368	111	8	6	16.62
369	111	8	7	8.271
370	111	8	9	8.271
371	111	8	10	9.944
372	111	8	11	35.68
373	111	8	12	9.098
374	111	8	13	31.43
375	111	8	14	10.75
376	111	8	15	28.97
377	111	8	16	32.29
378	111	8	17	27.29
379	111	8	18	13.27
380	111	8	19	7.463
381	111	8	20	4.135
382	111	8	21	0.827
383	111	8	22	0.827
384	111	8	23	15.83
385	111	8	24	19.25
386	111	8	25	8.29
387	111	8	26	5.789
388	111	8	27	13.23
389	111	8	28	25.64
390	111	8	29	23.2
391	111	8	30	9.925
392	111	8	31	44.78
393	111	8	32	18.33
394	111	8	33	14.19
395	111	8	34	38.95
396	111	8	35	41.45
397	111	8	36	39.04
398	111	8	37	40.81
399	111	8	38	14.08
400	111	8	39	8.271
401	111	8	40	9.944
402	111	8	41	26.47
403	111	8	42	27.33
404	111	8	43	11.62
405	111	8	44	61.45
406	111	8	45	21.5
407	111	8	46	7.444
408	111	8	48	0.827
409	111	8	49	13.33
410	111	8	50	5.828
411	111	8	51	14.06
412	111	8	52	10.75
413	111	8	53	12.41
414	111	8	58	4.962
415	111	8	59	5.789
416	111	8	60	1.654
417	111	8	61	10.75
418	111	8	62	11.58
419	111	8	63	8.271
420	111	8	64	7.482
421	111	8	65	9.925
422	111	8	68	4.135
423	111	8	69	1.654
424	111	8	70	6.617
425	111	8	71	19.02
426	111	8	72	20.68
427	111	8	74	63.72
428	111	8	75	17.37
429	111	8	76	8.271
430	111	8	77	11.58
431	111	8	78	9.925
432	111	8	79	0.827
433	111	8	80	1.654
434	111	8	81	0.827
435	111	8	82	0.827
436	111	8	83	0.827
437	111	8	84	18.2
438	111	8	85	5.789
439	111	8	87	4.962
440	111	8	88	6.617
441	111	8	90	4.962
442	111	8	91	7.444
443	111	8	92	18.2
444	111	8	93	13.23
445	111	8	94	2.481
446	111	8	95	1.654
447	111	8	96	3.308
448	111	8	97	4.135
449	111	8	98	4.135
450	111	8	100	18.29
451	111	8	101	31.43
452	111	8	102	44.7
453	111	8	103	1.654
454	111	8	104	2.481
455	111	8	105	18.25
456	111	8	106	1.654
457	111	8	107	1.654
458	111	9	1	11.58
459	111	9	3	42.2
460	111	9	5	8.29
461	111	9	6	14.14
462	111	9	7	12.52
463	111	9	8	7.501
464	111	9	10	6.617
465	111	9	11	14.1
466	111	9	12	7.444
467	111	9	13	33.93
468	111	9	14	27.29
469	111	9	15	5.828
470	111	9	16	15.73
471	111	9	17	5.789
472	111	9	18	3.308
473	111	9	19	4.962
474	111	9	20	2.481
475	111	9	21	0.827
476	111	9	22	0.827
477	111	9	23	6.617
478	111	9	24	5.058
479	111	9	25	3.308
480	111	9	26	2.481
481	111	9	27	4.154
482	111	9	28	4.962
483	111	9	29	1.654
484	111	9	30	4.135
485	111	9	31	17.37
486	111	9	32	12.43
487	111	9	33	5.809
488	111	9	34	9.925
489	111	9	35	22.33
490	111	9	36	7.482
491	111	9	37	15.81
492	111	9	38	5.828
493	111	9	39	5.828
494	111	9	40	3.308
495	111	9	41	6.655
496	111	9	42	9.098
497	111	9	43	7.444
498	111	9	44	22.33
499	111	9	45	11.58
500	111	9	46	1.654
501	111	9	50	1.654
502	111	9	51	9.925
503	111	9	52	1.654
504	111	9	53	5.789
505	111	9	55	1.654
506	111	9	62	1.654
507	111	9	63	4.135
508	111	9	64	4.962
509	111	9	65	5.789
510	111	9	66	1.654
511	111	9	68	3.308
512	111	9	70	5.923
513	111	9	71	3.308
514	111	9	72	2.481
515	111	9	73	1.654
516	111	9	74	41.35
517	111	9	75	4.135
518	111	9	76	4.962
519	111	9	77	2.481
520	111	9	78	1.654
521	111	9	80	0.827
522	111	9	81	0.827
523	111	9	83	0.827
524	111	9	84	14.06
525	111	9	87	5.789
526	111	9	91	0.827
527	111	9	92	7.444
528	111	9	93	9.098
529	111	9	94	0.827
530	111	9	95	2.481
531	111	9	98	1.654
532	111	9	100	2.481
533	111	9	101	4.962
534	111	9	102	24.16
535	111	9	103	0.827
536	111	9	104	1.654
537	111	9	105	2.481
538	111	9	107	1.654
539	111	10	1	1.654
540	111	10	3	6.617
541	111	10	5	1.654
542	111	10	6	2.481
543	111	10	7	0.827
544	111	10	8	3.308
545	111	10	9	1.654
546	111	10	11	3.308
547	111	10	12	3.308
548	111	10	13	4.135
549	111	10	14	3.308
550	111	10	15	12.54
551	111	10	16	3.327
552	111	10	17	2.481
553	111	10	18	4.154
554	111	10	19	5.02
555	111	10	23	0.827
556	111	10	24	3.308
557	111	10	25	4.962
558	111	10	27	0.827
559	111	10	28	5.789
560	111	10	29	0.846
561	111	10	30	0.827
562	111	10	31	4.962
563	111	10	32	1.654
564	111	10	33	8.423
565	111	10	34	9.982
566	111	10	35	6.617
567	111	10	36	3.327
568	111	10	37	5.02
569	111	10	38	1.654
570	111	10	39	1.654
571	111	10	40	0.827
572	111	10	41	4.135
573	111	10	42	5.789
574	111	10	43	1.654
575	111	10	44	14.1
576	111	10	45	6.655
577	111	10	47	0.827
578	111	10	48	4.174
579	111	10	49	1.654
580	111	10	51	2.481
581	111	10	52	2.481
582	111	10	53	2.481
583	111	10	54	2.481
584	111	10	63	2.481
585	111	10	64	4.135
586	111	10	65	4.962
587	111	10	67	2.481
588	111	10	68	2.481
589	111	10	71	4.135
590	111	10	72	9.098
591	111	10	73	1.654
592	111	10	74	10.75
593	111	10	75	4.962
594	111	10	76	0.827
595	111	10	78	0.827
596	111	10	79	0.827
597	111	10	81	3.308
598	111	10	84	6.617
599	111	10	87	1.654
600	111	10	89	0.827
601	111	10	91	1.654
602	111	10	92	0.827
603	111	10	93	4.962
604	111	10	98	3.308
605	111	10	100	4.962
606	111	10	101	7.444
607	111	10	102	4.962
608	111	10	105	2.481
609	111	11	1	14.06
610	111	11	3	29.79
611	111	11	5	0.846
612	111	11	6	11.58
613	111	11	7	3.346
614	111	11	8	5.828
615	111	11	9	5.789
616	111	11	10	10.77
617	111	11	12	6.636
618	111	11	13	6.693
619	111	11	14	5.809
620	111	11	15	12.41
621	111	11	16	17.39
622	111	11	17	10.75
623	111	11	18	11.62
624	111	11	19	2.481
625	111	11	20	0.827
626	111	11	21	1.654
627	111	11	22	0.827
628	111	11	23	10.79
629	111	11	24	9.155
630	111	11	25	2.481
631	111	11	26	4.154
632	111	11	27	2.481
633	111	11	28	9.117
634	111	11	29	8.271
635	111	11	30	3.308
636	111	11	31	4.135
637	111	11	32	8.29
638	111	11	33	18.44
639	111	11	34	12.41
640	111	11	35	16.56
641	111	11	36	23.2
642	111	11	37	15.73
643	111	11	38	3.308
644	111	11	39	1.654
645	111	11	40	4.135
646	111	11	41	8.271
647	111	11	42	12.41
648	111	11	43	5.789
649	111	11	44	24.87
650	111	11	45	4.962
651	111	11	46	2.538
652	111	11	48	0.827
653	111	11	49	0.827
654	111	11	50	1.654
655	111	11	51	7.444
656	111	11	52	1.654
657	111	11	53	13.23
658	111	11	55	4.962
659	111	11	56	0.827
660	111	11	57	2.481
661	111	11	59	4.135
662	111	11	61	1.654
663	111	11	62	3.308
664	111	11	63	2.481
665	111	11	64	4.135
666	111	11	65	8.366
667	111	11	66	3.308
668	111	11	68	0.846
669	111	11	70	5.001
670	111	11	71	8.271
671	111	11	72	1.654
672	111	11	73	9.963
673	111	11	74	33.93
674	111	11	75	13.29
675	111	11	76	1.654
676	111	11	77	3.308
677	111	11	78	7.444
678	111	11	79	1.654
679	111	11	81	0.827
680	111	11	84	5.789
681	111	11	87	2.481
682	111	11	88	1.654
683	111	11	90	7.444
684	111	11	91	4.135
685	111	11	92	14.08
686	111	11	93	4.135
687	111	11	94	0.827
688	111	11	95	1.654
689	111	11	97	0.827
690	111	11	98	3.327
691	111	11	100	4.962
692	111	11	101	7.444
693	111	11	102	19.85
694	111	11	103	0.827
695	111	11	104	1.654
696	111	11	105	3.308
697	111	11	106	1.654
698	111	12	1	12.41
699	111	12	3	45.49
700	111	12	5	2.481
701	111	12	6	4.154
702	111	12	7	2.481
703	111	12	8	4.154
704	111	12	9	2.481
705	111	12	10	4.962
706	111	12	11	4.962
707	111	12	13	12.43
708	111	12	14	6.636
709	111	12	15	28.99
710	111	12	16	19.89
711	111	12	17	9.925
712	111	12	18	9.117
713	111	12	19	9.982
714	111	12	20	2.481
715	111	12	23	7.444
716	111	12	24	10.0
717	111	12	25	7.482
718	111	12	26	2.481
719	111	12	27	1.654
720	111	12	28	9.925
721	111	12	29	8.271
722	111	12	30	5.789
723	111	12	31	6.636
724	111	12	32	18.25
725	111	12	33	4.154
726	111	12	34	7.501
727	111	12	35	16.58
728	111	12	36	14.12
729	111	12	37	24.93
730	111	12	38	1.654
731	111	12	39	5.885
732	111	12	40	4.135
733	111	12	41	8.271
734	111	12	42	4.962
735	111	12	43	5.789
736	111	12	44	33.22
737	111	12	45	4.135
738	111	12	46	1.654
739	111	12	47	2.481
740	111	12	48	0.827
741	111	12	49	0.827
742	111	12	50	1.654
743	111	12	51	15.71
744	111	12	52	4.135
745	111	12	53	5.001
746	111	12	56	0.827
747	111	12	58	3.308
748	111	12	59	1.654
749	111	12	61	4.135
750	111	12	62	12.41
751	111	12	63	4.962
752	111	12	64	5.789
753	111	12	65	5.789
754	111	12	67	1.654
755	111	12	68	1.654
756	111	12	70	5.789
757	111	12	71	4.135
758	111	12	72	8.271
759	111	12	73	1.654
760	111	12	74	33.91
761	111	12	75	4.981
762	111	12	76	1.654
763	111	12	77	4.962
764	111	12	78	0.827
765	111	12	80	1.654
766	111	12	84	8.271
767	111	12	85	4.962
768	111	12	87	4.962
769	111	12	88	0.827
770	111	12	89	0.827
771	111	12	91	5.789
772	111	12	92	6.617
773	111	12	93	6.617
774	111	12	94	0.827
775	111	12	95	3.308
776	111	12	97	1.654
777	111	12	98	0.827
778	111	12	100	3.308
779	111	12	101	14.06
780	111	12	102	12.46
781	111	12	104	0.827
782	111	12	105	6.617
783	111	12	106	2.481
784	111	13	1	14.89
785	111	13	3	39.7
786	111	13	5	0.827
787	111	13	6	6.617
788	111	13	7	1.654
789	111	13	8	8.29
790	111	13	9	4.135
791	111	13	10	4.962
792	111	13	11	8.29
793	111	13	12	9.174
794	111	13	14	14.91
795	111	13	15	13.23
796	111	13	16	14.91
797	111	13	17	4.981
798	111	13	18	3.308
799	111	13	19	5.789
800	111	13	21	0.827
801	111	13	23	8.385
802	111	13	24	6.636
803	111	13	25	5.039
804	111	13	26	3.308
805	111	13	27	0.827
806	111	13	28	9.136
807	111	13	29	8.271
808	111	13	30	0.827
809	111	13	31	2.481
810	111	13	32	4.962
811	111	13	33	4.212
812	111	13	34	10.04
813	111	13	35	6.617
814	111	13	36	12.44
815	111	13	37	17.37
816	111	13	38	0.827
817	111	13	39	2.481
818	111	13	40	4.135
819	111	13	41	10.75
820	111	13	42	9.212
821	111	13	43	7.444
822	111	13	44	11.58
823	111	13	45	14.06
824	111	13	46	2.538
825	111	13	47	0.827
826	111	13	49	0.827
827	111	13	51	0.827
828	111	13	52	2.481
829	111	13	53	4.962
830	111	13	55	1.654
831	111	13	60	4.135
832	111	13	61	0.827
833	111	13	62	3.308
834	111	13	63	5.789
835	111	13	65	2.481
836	111	13	66	2.481
837	111	13	70	2.538
838	111	13	71	12.41
839	111	13	72	9.925
840	111	13	73	4.135
841	111	13	74	19.02
842	111	13	75	5.789
843	111	13	76	4.962
844	111	13	77	1.654
845	111	13	78	5.789
846	111	13	79	1.673
847	111	13	80	0.827
848	111	13	84	0.827
849	111	13	85	0.827
850	111	13	87	0.827
851	111	13	90	1.654
852	111	13	92	2.481
853	111	13	93	1.654
854	111	13	94	2.481
855	111	13	95	1.654
856	111	13	97	0.827
857	111	13	100	6.636
858	111	13	101	9.925
859	111	13	102	12.41
860	111	13	103	1.673
861	111	13	105	3.308
862	111	13	106	0.827
863	111	14	1	8.271
864	111	14	3	40.53
865	111	14	5	4.135
866	111	14	6	13.31
867	111	14	7	1.654
868	111	14	8	7.482
869	111	14	9	26.5
870	111	14	10	10.75
871	111	14	11	24.04
872	111	14	12	9.117
873	111	14	13	63.7
874	111	14	15	42.29
875	111	14	16	19.04
876	111	14	17	27.29
877	111	14	18	5.809
878	111	14	19	14.08
879	111	14	20	3.308
880	111	14	21	0.827
881	111	14	23	7.463
882	111	14	24	0.827
883	111	14	25	0.827
884	111	14	26	2.481
885	111	14	27	5.789
886	111	14	28	9.098
887	111	14	29	9.963
888	111	14	30	7.463
889	111	14	31	16.54
890	111	14	32	7.444
891	111	14	33	7.463
892	111	14	34	9.155
893	111	14	35	18.21
894	111	14	36	11.58
895	111	14	37	20.7
896	111	14	38	5.904
897	111	14	40	5.809
898	111	14	41	8.271
899	111	14	42	9.925
900	111	14	43	2.481
901	111	14	44	29.85
902	111	14	45	7.482
903	111	14	48	0.827
904	111	14	49	2.481
905	111	14	50	3.308
906	111	14	51	3.308
907	111	14	52	4.962
908	111	14	53	7.444
909	111	14	55	0.827
910	111	14	58	2.481
911	111	14	60	2.481
912	111	14	62	1.692
913	111	14	63	3.308
914	111	14	64	3.308
915	111	14	65	0.827
916	111	14	67	2.481
917	111	14	68	2.519
918	111	14	70	3.308
919	111	14	71	17.37
920	111	14	72	14.06
921	111	14	73	1.654
922	111	14	74	18.2
923	111	14	75	9.944
924	111	14	76	2.481
925	111	14	77	2.481
926	111	14	84	5.789
927	111	14	85	0.827
928	111	14	87	5.789
929	111	14	90	1.654
930	111	14	91	0.827
931	111	14	92	6.617
932	111	14	93	4.135
933	111	14	95	3.308
934	111	14	96	0.827
935	111	14	97	2.481
936	111	14	100	3.308
937	111	14	101	6.655
938	111	14	102	10.75
939	111	14	103	0.827
940	111	14	105	2.481
941	111	15	1	39.7
942	111	15	3	78.57
943	111	15	5	4.962
944	111	15	6	15.73
945	111	15	7	3.327
946	111	15	8	15.75
947	111	15	9	22.35
948	111	15	10	38.1
949	111	15	11	44.74
950	111	15	12	47.2
951	111	15	13	56.3
952	111	15	14	50.53
953	111	15	16	63.84
954	111	15	17	29.81
955	111	15	18	23.23
956	111	15	19	31.64
957	111	15	20	6.617
958	111	15	21	0.827
959	111	15	22	5.847
960	111	15	23	35.74
961	111	15	24	42.62
962	111	15	25	34.87
963	111	15	26	9.944
964	111	15	27	9.944
965	111	15	28	25.7
966	111	15	29	18.25
967	111	15	30	14.08
968	111	15	31	47.26
969	111	15	32	33.24
970	111	15	33	27.62
971	111	15	34	58.93
972	111	15	35	84.38
973	111	15	36	62.05
974	111	15	37	83.8
975	111	15	38	19.12
976	111	15	39	10.79
977	111	15	40	20.7
978	111	15	41	32.26
979	111	15	42	36.41
980	111	15	43	18.2
981	111	15	44	155.1
982	111	15	45	42.47
983	111	15	46	21.5
984	111	15	47	2.481
985	111	15	48	11.77
986	111	15	49	8.328
987	111	15	50	7.444
988	111	15	51	12.41
989	111	15	52	16.54
990	111	15	53	24.06
991	111	15	54	0.846
992	111	15	55	2.5
993	111	15	56	0.827
994	111	15	57	3.308
995	111	15	58	10.04
996	111	15	59	4.135
997	111	15	60	4.962
998	111	15	61	8.309
999	111	15	62	8.271
1000	111	15	63	9.098
1001	111	15	64	27.29
1002	111	15	65	18.27
1003	111	15	66	1.654
1004	111	15	68	11.73
1005	111	15	69	2.481
1006	111	15	70	19.02
1007	111	15	71	19.02
1008	111	15	72	26.47
1009	111	15	73	19.85
1010	111	15	74	58.74
1011	111	15	75	18.27
1012	111	15	76	7.444
1013	111	15	77	5.789
1014	111	15	78	11.58
1015	111	15	79	0.827
1016	111	15	80	4.135
1017	111	15	81	1.654
1018	111	15	82	1.654
1019	111	15	84	15.71
1020	111	15	85	18.2
1021	111	15	87	7.444
1022	111	15	88	4.135
1023	111	15	90	2.481
1024	111	15	91	14.06
1025	111	15	92	33.95
1026	111	15	93	19.04
1027	111	15	94	10.75
1028	111	15	95	9.925
1029	111	15	96	4.154
1030	111	15	97	11.58
1031	111	15	98	9.925
1032	111	15	99	0.827
1033	111	15	100	24.87
1034	111	15	101	55.41
1035	111	15	102	80.38
1036	111	15	103	4.135
1037	111	15	104	7.52
1038	111	15	105	18.2
1039	111	15	106	2.481
1040	111	15	107	4.135
1041	111	16	1	16.54
1042	111	16	3	26.47
1043	111	16	5	1.654
1044	111	16	6	4.981
1045	111	16	7	0.827
1046	111	16	8	4.981
1047	111	16	9	4.135
1048	111	16	10	2.481
1049	111	16	11	5.789
1050	111	16	12	6.617
1051	111	16	13	12.41
1052	111	16	14	7.444
1053	111	16	15	14.14
1054	111	16	17	27.43
1055	111	16	18	19.04
1056	111	16	19	13.33
1057	111	16	20	8.271
1058	111	16	23	4.981
1059	111	16	24	9.982
1060	111	16	25	3.308
1061	111	16	26	4.135
1062	111	16	27	1.654
1063	111	16	28	8.29
1064	111	16	29	2.481
1065	111	16	30	7.444
1066	111	16	31	4.962
1067	111	16	32	8.328
1068	111	16	33	1.654
1069	111	16	34	14.1
1070	111	16	35	17.37
1071	111	16	36	19.04
1072	111	16	37	15.75
1073	111	16	38	13.29
1074	111	16	39	1.673
1075	111	16	40	5.828
1076	111	16	41	10.81
1077	111	16	42	9.098
1078	111	16	43	7.444
1079	111	16	44	22.45
1080	111	16	45	17.43
1081	111	16	46	1.654
1082	111	16	47	2.481
1083	111	16	49	3.308
1084	111	16	50	5.809
1085	111	16	51	14.06
1086	111	16	52	9.117
1087	111	16	53	6.617
1088	111	16	56	1.654
1089	111	16	58	1.673
1090	111	16	59	0.827
1091	111	16	60	1.654
1092	111	16	61	2.481
1093	111	16	62	5.001
1094	111	16	63	5.789
1095	111	16	64	10.79
1096	111	16	65	14.98
1097	111	16	68	10.83
1098	111	16	69	4.193
1099	111	16	70	4.962
1100	111	16	71	17.37
1101	111	16	72	13.23
1102	111	16	73	8.271
1103	111	16	74	8.271
1104	111	16	76	2.481
1105	111	16	77	1.654
1106	111	16	78	0.827
1107	111	16	81	0.827
1108	111	16	83	0.827
1109	111	16	84	7.444
1110	111	16	89	0.827
1111	111	16	90	1.654
1112	111	16	91	1.654
1113	111	16	92	15.71
1114	111	16	93	17.39
1115	111	16	95	4.962
1116	111	16	97	3.308
1117	111	16	98	5.077
1118	111	16	100	4.962
1119	111	16	101	10.75
1120	111	16	102	12.43
1121	111	16	103	0.827
1122	111	16	105	7.444
1123	111	16	106	2.481
1124	111	17	1	0.827
1125	111	17	3	4.135
1126	111	17	5	0.827
1127	111	17	7	0.827
1128	111	17	8	0.846
1129	111	17	9	2.481
1130	111	17	10	0.846
1131	111	17	12	0.827
1132	111	17	13	3.308
1133	111	17	14	4.962
1134	111	17	15	3.308
1135	111	17	16	7.444
1136	111	17	18	5.809
1137	111	17	19	7.444
1138	111	17	20	0.827
1139	111	17	21	2.481
1140	111	17	24	1.654
1141	111	17	25	0.827
1142	111	17	28	0.827
1143	111	17	29	1.654
1144	111	17	32	3.327
1145	111	17	33	0.827
1146	111	17	34	1.654
1147	111	17	35	1.654
1148	111	17	36	0.827
1149	111	17	37	2.481
1150	111	17	38	0.827
1151	111	17	39	0.827
