id	type	origin	destination	demand
224	111	12	112	14.0
225	111	12	114	7.0
226	111	12	120	7.0
227	111	12	139	5.0
228	111	12	142	13.0
229	111	12	147	12.0
230	111	13	1	27.0
231	111	13	2	34.0
232	111	13	3	33.0
233	111	13	4	13.0
234	111	13	5	6.0
235	111	13	6	5.0
236	111	13	7	6.0
237	111	13	8	3.0
238	111	13	9	6.0
239	111	13	10	8.0
240	111	13	11	17.0
241	111	13	12	16.0
242	111	13	17	5.0
243	111	13	18	9.0
244	111	13	22	7.0
245	111	13	30	5.0
246	111	13	31	28.0
247	111	13	44	6.0
248	111	13	48	5.0
249	111	13	55	6.0
250	111	13	58	6.0
251	111	13	59	21.0
252	111	13	81	6.0
253	111	13	85	7.0
254	111	13	98	20.0
255	111	13	100	13.0
256	111	13	101	6.0
257	111	13	102	6.0
258	111	13	103	13.0
259	111	13	104	2.0
260	111	13	112	6.0
261	111	13	116	7.0
262	111	13	117	15.0
263	111	13	144	7.0
264	111	13	147	13.0
265	111	14	1	12.0
266	111	14	2	32.0
267	111	14	3	13.0
268	111	14	4	7.0
269	111	14	5	12.0
270	111	14	6	25.0
271	111	14	7	19.0
272	111	14	8	25.0
273	111	14	9	38.0
274	111	14	10	11.0
275	111	14	11	9.0
276	111	14	12	17.0
277	111	14	15	9.0
278	111	14	16	8.0
279	111	14	18	8.0
280	111	14	19	9.0
281	111	14	23	6.0
282	111	14	24	6.0
283	111	14	25	5.0
284	111	14	26	13.0
285	111	14	27	32.0
286	111	14	29	7.0
287	111	14	30	5.0
288	111	14	31	33.0
289	111	14	35	6.0
290	111	14	38	7.0
291	111	14	50	5.0
292	111	14	52	19.0
293	111	14	55	5.0
294	111	14	58	6.0
295	111	14	59	38.0
296	111	14	63	5.0
297	111	14	70	7.0
298	111	14	81	19.0
299	111	14	84	7.0
300	111	14	85	5.0
301	111	14	86	27.0
302	111	14	87	13.0
303	111	14	96	4.0
304	111	14	97	13.0
305	111	14	98	18.0
306	111	14	99	5.0
307	111	14	100	19.0
308	111	14	102	11.0
309	111	14	103	37.0
310	111	14	104	25.0
311	111	14	107	6.0
312	111	14	108	7.0
313	111	14	109	6.0
314	111	14	114	6.0
315	111	14	117	7.0
316	111	14	131	7.0
317	111	14	146	26.0
318	111	14	147	19.0
319	111	15	2	19.0
320	111	15	3	23.0
321	111	15	4	7.0
322	111	15	5	5.0
323	111	15	7	11.0
324	111	15	8	9.0
325	111	15	10	8.0
326	111	15	13	9.0
327	111	15	14	9.0
328	111	15	16	7.0
329	111	15	18	9.0
330	111	15	19	8.0
331	111	15	22	5.0
332	111	15	24	6.0
333	111	15	25	5.0
334	111	15	30	6.0
335	111	15	31	19.0
336	111	15	38	6.0
337	111	15	48	5.0
338	111	15	49	11.0
339	111	15	52	11.0
340	111	15	54	7.0
341	111	15	55	6.0
342	111	15	58	6.0
343	111	15	59	19.0
344	111	15	81	6.0
345	111	15	82	7.0
346	111	15	85	6.0
347	111	15	86	6.0
348	111	15	99	6.0
349	111	15	101	11.0
350	111	15	102	11.0
351	111	15	103	18.0
352	111	15	104	15.0
353	111	15	105	5.0
354	111	15	107	7.0
355	111	15	108	7.0
356	111	15	109	6.0
357	111	15	111	7.0
358	111	15	114	7.0
359	111	15	115	7.0
360	111	15	117	7.0
361	111	15	137	7.0
362	111	15	147	12.0
363	111	16	1	37.0
364	111	16	2	26.0
365	111	16	3	11.0
366	111	16	4	16.0
367	111	16	5	9.0
368	111	16	6	27.0
369	111	16	7	10.0
370	111	16	8	16.0
371	111	16	9	27.0
372	111	16	10	29.0
373	111	16	11	29.0
374	111	16	12	36.0
375	111	16	14	29.0
376	111	16	17	22.0
377	111	16	18	29.0
378	111	16	19	7.0
379	111	16	21	14.0
380	111	16	22	4.0
381	111	16	23	5.0
382	111	16	24	4.0
383	111	16	25	17.0
384	111	16	26	32.0
385	111	16	27	55.0
386	111	16	28	11.0
387	111	16	29	16.0
388	111	16	30	38.0
389	111	16	31	6.0
390	111	16	32	5.0
391	111	16	33	11.0
392	111	16	35	17.0
393	111	16	43	11.0
394	111	16	44	4.0
395	111	16	47	9.0
396	111	16	52	5.0
397	111	16	54	10.0
398	111	16	55	5.0
399	111	16	58	15.0
400	111	16	59	32.0
401	111	16	61	5.0
402	111	16	70	10.0
403	111	16	72	5.0
404	111	16	74	5.0
405	111	16	77	5.0
406	111	16	80	16.0
407	111	16	81	10.0
408	111	16	83	6.0
409	111	16	84	4.0
410	111	16	85	27.0
411	111	16	86	4.0
412	111	16	87	6.0
413	111	16	90	5.0
414	111	16	91	10.0
415	111	16	92	5.0
416	111	16	94	5.0
417	111	16	96	13.0
418	111	16	97	16.0
419	111	16	98	21.0
420	111	16	99	16.0
421	111	16	100	15.0
422	111	16	101	21.0
423	111	16	102	25.0
424	111	16	103	37.0
425	111	16	104	35.0
426	111	16	105	11.0
427	111	16	106	5.0
428	111	16	107	24.0
429	111	16	112	30.0
430	111	16	114	59.0
431	111	16	116	6.0
432	111	16	117	6.0
433	111	16	124	6.0
434	111	16	135	5.0
435	111	16	142	6.0
436	111	16	143	5.0
437	111	16	146	6.0
438	111	16	147	32.0
439	111	17	1	5.0
440	111	17	2	43.0
441	111	17	3	7.0
442	111	17	4	12.0
443	111	17	5	5.0
444	111	17	6	18.0
445	111	17	7	17.0
446	111	17	8	13.0
447	111	17	9	12.0
448	111	17	10	24.0
449	111	17	11	65.0
450	111	17	12	49.0
451	111	17	14	8.0
452	111	17	16	16.0
453	111	17	18	16.0
454	111	17	19	138.0
455	111	17	20	5.0
456	111	17	21	9.0
457	111	17	23	5.0
458	111	17	24	5.0
459	111	17	25	37.0
460	111	17	26	11.0
461	111	17	27	44.0
462	111	17	29	12.0
463	111	17	30	30.0
464	111	17	31	6.0
465	111	17	32	6.0
466	111	17	33	7.0
467	111	17	35	19.0
468	111	17	43	6.0
469	111	17	47	5.0
470	111	17	49	6.0
471	111	17	52	6.0
472	111	17	54	6.0
473	111	17	55	6.0
474	111	17	58	6.0
475	111	17	59	48.0
476	111	17	60	12.0
477	111	17	64	6.0
478	111	17	74	6.0
479	111	17	76	7.0
480	111	17	77	6.0
481	111	17	80	5.0
482	111	17	84	19.0
483	111	17	85	19.0
484	111	17	87	5.0
485	111	17	88	7.0
486	111	17	91	6.0
487	111	17	96	10.0
488	111	17	97	11.0
489	111	17	98	17.0
490	111	17	99	12.0
491	111	17	100	42.0
492	111	17	101	11.0
493	111	17	102	18.0
494	111	17	103	36.0
495	111	17	104	22.0
496	111	17	107	6.0
497	111	17	108	21.0
498	111	17	111	7.0
499	111	17	112	20.0
500	111	17	113	6.0
501	111	17	114	28.0
502	111	17	115	13.0
503	111	17	117	7.0
504	111	17	118	6.0
505	111	17	120	7.0
506	111	17	121	7.0
507	111	17	123	7.0
508	111	17	124	7.0
509	111	17	133	12.0
510	111	17	136	10.0
511	111	17	143	6.0
512	111	17	144	12.0
513	111	17	147	37.0
514	111	18	1	48.0
515	111	18	2	83.0
516	111	18	3	27.0
517	111	18	4	63.0
518	111	18	5	20.0
519	111	18	6	27.0
520	111	18	7	27.0
521	111	18	8	39.0
522	111	18	9	35.0
523	111	18	10	5.0
524	111	18	11	46.0
525	111	18	12	35.0
526	111	18	14	54.0
527	111	18	15	9.0
528	111	18	16	5.0
529	111	18	17	27.0
530	111	18	19	82.0
531	111	18	20	6.0
532	111	18	21	28.0
533	111	18	22	6.0
534	111	18	23	6.0
535	111	18	24	5.0
536	111	18	25	20.0
537	111	18	26	21.0
538	111	18	27	54.0
539	111	18	28	27.0
540	111	18	29	7.0
541	111	18	30	53.0
542	111	18	31	7.0
543	111	18	35	15.0
544	111	18	36	6.0
545	111	18	38	7.0
546	111	18	45	14.0
547	111	18	47	5.0
548	111	18	49	19.0
549	111	18	51	6.0
550	111	18	52	20.0
551	111	18	54	6.0
552	111	18	55	6.0
553	111	18	58	13.0
554	111	18	59	35.0
555	111	18	66	20.0
556	111	18	67	13.0
557	111	18	71	6.0
558	111	18	72	12.0
559	111	18	80	6.0
560	111	18	81	35.0
561	111	18	83	6.0
562	111	18	84	47.0
563	111	18	85	21.0
564	111	18	88	6.0
565	111	18	90	7.0
566	111	18	95	14.0
567	111	18	96	5.0
568	111	18	97	20.0
569	111	18	98	25.0
570	111	18	99	20.0
571	111	18	100	72.0
572	111	18	101	13.0
573	111	18	102	13.0
574	111	18	103	6.0
575	111	18	104	43.0
576	111	18	107	15.0
577	111	18	108	22.0
578	111	18	110	15.0
579	111	18	111	15.0
580	111	18	112	8.0
581	111	18	113	59.0
582	111	18	114	45.0
583	111	18	117	46.0
584	111	18	119	7.0
585	111	18	120	7.0
586	111	18	133	6.0
587	111	18	136	6.0
588	111	18	143	6.0
589	111	18	145	7.0
590	111	18	146	41.0
591	111	18	147	27.0
592	111	19	1	11.0
593	111	19	2	36.0
594	111	19	3	17.0
595	111	19	4	12.0
596	111	19	6	28.0
597	111	19	7	11.0
598	111	19	8	12.0
599	111	19	9	12.0
600	111	19	10	6.0
601	111	19	11	16.0
602	111	19	12	15.0
603	111	19	17	7.0
604	111	19	18	31.0
605	111	19	22	5.0
606	111	19	25	11.0
607	111	19	26	17.0
608	111	19	27	17.0
609	111	19	29	6.0
610	111	19	30	4.0
611	111	19	31	6.0
612	111	19	33	6.0
613	111	19	34	4.0
614	111	19	35	6.0
615	111	19	36	5.0
616	111	19	38	6.0
617	111	19	47	16.0
618	111	19	52	11.0
619	111	19	53	5.0
620	111	19	55	11.0
621	111	19	59	9.0
622	111	19	72	5.0
623	111	19	80	5.0
624	111	19	81	4.0
625	111	19	85	6.0
626	111	19	87	4.0
627	111	19	90	6.0
628	111	19	98	16.0
629	111	19	100	17.0
630	111	19	101	5.0
631	111	19	103	28.0
632	111	19	104	19.0
633	111	19	105	11.0
634	111	19	110	5.0
635	111	19	113	13.0
636	111	19	114	4.0
637	111	19	117	6.0
638	111	19	144	4.0
639	111	19	146	6.0
640	111	19	147	23.0
641	111	20	1	7.0
642	111	20	5	5.0
643	111	20	6	12.0
644	111	20	9	6.0
645	111	20	13	9.0
646	111	20	17	7.0
647	111	20	19	9.0
648	111	20	21	17.0
649	111	20	27	5.0
650	111	20	31	6.0
651	111	20	35	6.0
652	111	20	38	6.0
653	111	20	59	9.0
654	111	20	62	4.0
655	111	20	69	6.0
656	111	20	85	6.0
657	111	20	98	12.0
658	111	20	99	7.0
659	111	20	101	5.0
660	111	20	103	6.0
661	111	20	104	9.0
662	111	20	105	5.0
663	111	20	106	6.0
664	111	20	107	6.0
665	111	20	114	6.0
666	111	20	120	7.0
667	111	21	1	13.0
668	111	21	2	14.0
669	111	21	3	14.0
670	111	21	4	22.0
671	111	21	6	8.0
672	111	21	7	6.0
673	111	21	8	12.0
674	111	21	9	8.0
675	111	21	11	19.0
676	111	21	12	29.0
677	111	21	13	10.0
678	111	21	16	9.0
679	111	21	17	9.0
680	111	21	18	6.0
681	111	21	19	38.0
682	111	21	25	6.0
683	111	21	27	8.0
684	111	21	29	8.0
685	111	21	30	13.0
686	111	21	31	22.0
687	111	21	49	7.0
688	111	21	59	14.0
689	111	21	81	21.0
690	111	21	85	22.0
691	111	21	100	14.0
692	111	21	101	7.0
693	111	21	102	8.0
694	111	21	103	13.0
695	111	21	106	8.0
696	111	21	107	8.0
697	111	21	114	15.0
698	111	21	133	14.0
699	111	21	147	7.0
700	111	22	4	6.0
701	111	22	9	6.0
702	111	22	24	12.0
703	111	22	26	21.0
704	111	22	27	7.0
705	111	22	30	7.0
706	111	22	58	5.0
707	111	22	59	11.0
708	111	22	80	6.0
709	111	22	91	6.0
710	111	22	97	6.0
711	111	22	100	7.0
712	111	22	103	7.0
713	111	22	104	8.0
714	111	22	138	5.0
715	111	22	146	7.0
716	111	23	1	6.0
717	111	23	2	9.0
718	111	23	5	8.0
719	111	23	10	13.0
720	111	23	22	19.0
721	111	23	25	9.0
722	111	23	26	10.0
723	111	23	28	10.0
724	111	23	33	9.0
725	111	23	44	7.0
726	111	23	59	13.0
727	111	23	80	8.0
728	111	23	102	9.0
729	111	23	104	4.0
730	111	23	108	10.0
731	111	24	2	14.0
732	111	24	4	14.0
733	111	24	6	15.0
734	111	24	8	15.0
735	111	24	11	11.0
736	111	24	22	8.0
737	111	24	23	6.0
738	111	24	26	9.0
739	111	24	27	55.0
740	111	24	33	7.0
741	111	24	35	8.0
742	111	24	38	22.0
743	111	24	40	7.0
744	111	24	42	8.0
745	111	24	44	8.0
746	111	24	45	7.0
747	111	24	46	8.0
748	111	24	47	14.0
749	111	24	59	17.0
750	111	24	74	9.0
751	111	24	80	7.0
752	111	24	81	7.0
753	111	24	84	9.0
754	111	24	85	8.0
755	111	24	86	7.0
756	111	24	91	6.0
757	111	24	97	15.0
758	111	24	100	8.0
759	111	24	103	23.0
760	111	24	104	4.0
761	111	24	105	7.0
762	111	24	147	14.0
763	111	25	1	13.0
764	111	25	2	13.0
765	111	25	3	6.0
766	111	25	4	33.0
767	111	25	6	20.0
768	111	25	7	12.0
769	111	25	8	9.0
770	111	25	9	39.0
771	111	25	11	10.0
772	111	25	12	37.0
773	111	25	14	10.0
774	111	25	15	9.0
775	111	25	16	18.0
776	111	25	17	9.0
777	111	25	18	9.0
778	111	25	19	28.0
779	111	25	22	7.0
780	111	25	24	5.0
781	111	25	26	51.0
782	111	25	27	29.0
783	111	25	28	7.0
784	111	25	29	7.0
785	111	25	30	51.0
786	111	25	31	22.0
787	111	25	35	20.0
788	111	25	36	6.0
789	111	25	42	19.0
790	111	25	44	5.0
791	111	25	45	7.0
792	111	25	46	6.0
793	111	25	47	5.0
794	111	25	48	6.0
795	111	25	52	21.0
796	111	25	55	6.0
797	111	25	58	21.0
798	111	25	59	35.0
799	111	25	62	4.0
800	111	25	71	7.0
801	111	25	72	7.0
802	111	25	81	5.0
803	111	25	82	7.0
804	111	25	83	14.0
805	111	25	85	14.0
806	111	25	86	7.0
807	111	25	97	35.0
808	111	25	98	12.0
809	111	25	99	13.0
810	111	25	100	28.0
811	111	25	101	14.0
812	111	25	102	14.0
813	111	25	103	28.0
814	111	25	104	18.0
815	111	25	105	7.0
816	111	25	107	6.0
817	111	25	108	7.0
818	111	25	112	14.0
819	111	25	113	8.0
820	111	25	114	28.0
821	111	25	126	7.0
822	111	25	147	54.0
823	111	26	24	4.0
824	111	26	27	4.0
825	111	26	31	6.0
826	111	26	33	6.0
827	111	26	34	4.0
828	111	26	44	5.0
829	111	26	45	6.0
830	111	26	59	7.0
831	111	26	72	5.0
832	111	26	85	5.0
833	111	26	100	6.0
834	111	26	102	4.0
835	111	26	103	6.0
836	111	26	111	6.0
837	111	26	127	5.0
838	111	27	10	12.0
839	111	27	32	16.0
840	111	27	35	8.0
841	111	27	48	7.0
842	111	27	59	3.0
843	111	27	85	7.0
844	111	27	104	6.0
845	111	27	146	9.0
846	111	28	1	4.0
847	111	28	2	7.0
848	111	28	12	9.0
849	111	28	22	7.0
850	111	28	26	16.0
851	111	28	35	6.0
852	111	28	52	7.0
853	111	28	59	2.0
854	111	28	81	7.0
855	111	28	84	7.0
856	111	28	98	7.0
857	111	28	101	7.0
858	111	28	114	8.0
859	111	28	117	7.0
860	111	28	135	7.0
861	111	28	147	6.0
862	111	29	11	10.0
863	111	29	62	5.0
864	111	29	114	7.0
865	111	30	6	7.0
866	111	30	8	6.0
867	111	30	27	5.0
868	111	30	35	7.0
869	111	30	52	7.0
870	111	30	64	7.0
871	111	31	1	17.0
872	111	31	2	42.0
873	111	31	3	55.0
874	111	31	4	29.0
875	111	31	5	12.0
876	111	31	6	30.0
877	111	31	7	11.0
878	111	31	8	6.0
879	111	31	9	36.0
880	111	31	11	8.0
881	111	31	12	8.0
882	111	31	14	7.0
883	111	31	17	7.0
884	111	31	18	25.0
885	111	31	21	18.0
886	111	31	22	6.0
887	111	31	24	14.0
888	111	31	25	45.0
889	111	31	26	12.0
890	111	31	27	156.0
891	111	31	28	19.0
892	111	31	29	60.0
893	111	31	30	286.0
894	111	31	33	11.0
895	111	31	35	17.0
896	111	31	38	17.0
897	111	31	44	11.0
898	111	31	47	4.0
899	111	31	49	6.0
900	111	31	50	4.0
901	111	31	52	25.0
902	111	31	55	18.0
903	111	31	58	30.0
904	111	31	59	84.0
905	111	31	65	6.0
906	111	31	72	5.0
907	111	31	76	6.0
908	111	31	80	6.0
909	111	31	81	13.0
910	111	31	82	5.0
911	111	31	83	6.0
912	111	31	84	11.0
913	111	31	85	19.0
914	111	31	92	5.0
915	111	31	96	5.0
916	111	31	97	5.0
917	111	31	98	31.0
918	111	31	99	12.0
919	111	31	100	32.0
920	111	31	101	18.0
921	111	31	102	6.0
922	111	31	103	26.0
923	111	31	104	43.0
924	111	31	105	11.0
925	111	31	106	5.0
926	111	31	107	25.0
927	111	31	112	20.0
928	111	31	114	32.0
929	111	31	115	6.0
930	111	31	117	32.0
931	111	31	119	6.0
932	111	31	120	6.0
933	111	31	124	6.0
934	111	31	136	5.0
935	111	31	139	5.0
936	111	31	146	6.0
937	111	31	147	47.0
938	111	32	8	5.0
939	111	32	9	4.0
940	111	32	22	6.0
941	111	32	27	6.0
942	111	32	30	12.0
943	111	32	47	4.0
944	111	32	58	6.0
945	111	32	84	6.0
946	111	32	103	6.0
947	111	32	104	4.0
948	111	32	114	6.0
949	111	32	146	5.0
950	111	32	147	6.0
951	111	33	1	15.0
952	111	33	2	7.0
953	111	33	4	15.0
954	111	33	6	14.0
955	111	33	7	6.0
956	111	33	8	1.0
957	111	33	9	22.0
958	111	33	12	11.0
959	111	33	22	15.0
960	111	33	23	14.0
961	111	33	27	57.0
962	111	33	30	29.0
963	111	33	31	15.0
964	111	33	35	15.0
965	111	33	36	8.0
966	111	33	43	7.0
967	111	33	44	7.0
968	111	33	45	8.0
969	111	33	47	13.0
970	111	33	48	7.0
971	111	33	49	7.0
972	111	33	52	34.0
973	111	33	55	6.0
974	111	33	59	23.0
975	111	33	74	7.0
976	111	33	81	15.0
977	111	33	88	7.0
978	111	33	92	8.0
979	111	33	97	7.0
980	111	33	98	7.0
981	111	33	100	14.0
982	111	33	103	36.0
983	111	33	104	15.0
984	111	33	105	13.0
985	111	33	106	15.0
986	111	33	107	6.0
987	111	33	108	7.0
988	111	33	113	7.0
989	111	33	114	16.0
990	111	33	117	9.0
991	111	33	134	7.0
992	111	33	136	5.0
993	111	34	2	6.0
994	111	34	3	20.0
995	111	34	4	7.0
996	111	34	6	7.0
997	111	34	8	2.0
998	111	34	9	8.0
999	111	34	18	10.0
1000	111	34	23	12.0
1001	111	34	25	7.0
1002	111	34	27	7.0
1003	111	34	30	14.0
1004	111	34	31	7.0
1005	111	34	33	7.0
1006	111	34	35	14.0
1007	111	34	47	7.0
1008	111	34	51	7.0
1009	111	34	52	7.0
1010	111	34	55	13.0
1011	111	34	58	6.0
1012	111	34	59	41.0
1013	111	34	60	7.0
1014	111	34	81	13.0
1015	111	34	84	7.0
1016	111	34	85	6.0
1017	111	34	86	14.0
1018	111	34	91	7.0
1019	111	34	98	7.0
1020	111	34	100	13.0
1021	111	34	102	8.0
1022	111	34	103	13.0
1023	111	34	104	6.0
1024	111	34	106	6.0
1025	111	34	108	7.0
1026	111	34	147	6.0
1027	111	35	1	5.0
1028	111	35	4	5.0
1029	111	35	7	6.0
1030	111	35	9	6.0
1031	111	35	11	9.0
1032	111	35	19	9.0
1033	111	35	23	18.0
1034	111	35	25	7.0
1035	111	35	26	5.0
1036	111	35	28	6.0
1037	111	35	31	5.0
1038	111	35	33	18.0
1039	111	35	47	5.0
1040	111	35	52	6.0
1041	111	35	59	15.0
1042	111	35	87	53.0
1043	111	35	100	7.0
1044	111	35	102	5.0
1045	111	35	103	6.0
1046	111	35	104	2.0
1047	111	35	105	5.0
1048	111	35	132	4.0
1049	111	36	1	6.0
1050	111	36	2	19.0
1051	111	36	3	12.0
1052	111	36	4	19.0
1053	111	36	6	19.0
1054	111	36	7	12.0
1055	111	36	8	9.0
1056	111	36	9	5.0
1057	111	36	11	9.0
1058	111	36	16	8.0
1059	111	36	23	13.0
1060	111	36	24	6.0
1061	111	36	25	5.0
1062	111	36	27	18.0
1063	111	36	30	24.0
1064	111	36	31	12.0
1065	111	36	33	6.0
1066	111	36	35	25.0
1067	111	36	38	6.0
1068	111	36	48	6.0
1069	111	36	50	5.0
1070	111	36	52	24.0
1071	111	36	57	6.0
1072	111	36	58	13.0
1073	111	36	59	35.0
1074	111	36	61	5.0
1075	111	36	62	4.0
1076	111	36	70	5.0
1077	111	36	76	7.0
1078	111	36	80	5.0
1079	111	36	82	5.0
1080	111	36	84	6.0
1081	111	36	86	5.0
1082	111	36	87	5.0
1083	111	36	92	6.0
1084	111	36	96	6.0
1085	111	36	97	6.0
1086	111	36	98	6.0
1087	111	36	100	6.0
1088	111	36	101	12.0
1089	111	36	102	7.0
1090	111	36	103	37.0
1091	111	36	104	16.0
1092	111	36	105	12.0
1093	111	36	106	12.0
1094	111	36	112	7.0
1095	111	36	114	28.0
1096	111	36	141	7.0
1097	111	36	147	25.0
1098	111	37	4	5.0
1099	111	37	6	4.0
1100	111	37	8	5.0
1101	111	37	22	5.0
1102	111	37	26	5.0
1103	111	37	59	5.0
1104	111	37	84	5.0
1105	111	37	86	5.0
1106	111	37	97	5.0
1107	111	37	98	4.0
1108	111	37	100	10.0
1109	111	37	103	6.0
1110	111	37	109	4.0
1111	111	37	114	6.0
1112	111	37	117	6.0
1113	111	38	1	19.0
1114	111	38	2	79.0
1115	111	38	3	53.0
1116	111	38	4	67.0
1117	111	38	5	14.0
1118	111	38	6	14.0
1119	111	38	7	5.0
1120	111	38	8	46.0
1121	111	38	9	33.0
1122	111	38	11	38.0
1123	111	38	12	28.0
1124	111	38	13	9.0
1125	111	38	14	9.0
1126	111	38	16	9.0
1127	111	38	19	9.0
1128	111	38	22	34.0
1129	111	38	23	5.0
1130	111	38	24	34.0
1131	111	38	25	19.0
1132	111	38	26	54.0
1133	111	38	27	86.0
1134	111	38	28	6.0
1135	111	38	29	14.0
1136	111	38	30	34.0
1137	111	38	31	34.0
1138	111	38	33	34.0
1139	111	38	35	101.0
1140	111	38	36	20.0
1141	111	38	39	6.0
1142	111	38	41	7.0
1143	111	38	42	6.0
1144	111	38	44	19.0
1145	111	38	45	20.0
1146	111	38	47	12.0
1147	111	38	49	19.0
1148	111	38	51	7.0
1149	111	38	52	52.0
1150	111	38	54	12.0
1151	111	38	55	58.0
